Kommentaari ID,Kommentaar,Meelsus
1058,"Ma ei saanud fotoaparaadi ostmisel arvet kaasa, seni ajani ei ole ka muude kanalite kaudu kätte saanud. Hetkel panen negatiivse selle tõttu.",Neutraalne
1059,"Teisipäeval kell 15 tellisin ära 1-2tp saadavusmärkega teleri, kuller oli teleriga Pärnumaal reede hommikul. Kõik positiivne.",Positiivne
1060,Kiir teenindus. Sain Teleka 2 päeva varem! Sain maksta kättesaamisel. Siiralt soovitan! Ostan veel!,Positiivne
1061,Üritan sealt tellida... ,Negatiivne
1062,"Tellisin teleka 7.11.2011 ja sain peagi automaatse vastuse: ""Staatus: Toodet ei ole laos """,Negatiivne
1063,Olen sealt tellinud aastate jooksul mitu telekat ning kõik ka kiirelt kätte saanud - olen väga rahul!,Positiivne
1065,"Väga negatiivsed emotsioonid - kui ostjalt raha käes, siis on sõprus läbi. Ise loll - ostsin eile õhtul Järve poest Trusti UPS-i. Minu arvuti toiteblokk sellega tööle ei hakanud. Mõtlesin juba, et toiteblokk läks läbi. UPS näitas, et kõik OK, ei ülekoormust ega midagi. Püüdsin täna tagasi viia (maksin sularahas), mille peale mind saadeti pikalt, et miks ma ostes oma arvuti konfiguratsiooni ei esitanud jne. Samas et teadnud seal keegi internetti süvenemata isegi seda, mitu W karbil lubatud 800VA välja annab. Vahest ei ole mul otsest õigust toimimatu riista eest raha tagasi saada, aga niimioodi kliendiga ei käituta! Seega: ""Hoidke eemale!""  Ei mingit koolitust müüjatel, põrgulik garantii, ainult head müügikohad.",Negatiivne
1066,"sain arve ikkagi tagantjärgi kätte, nii kiirelt meili peale, kui ka hiljem postiga. ka vabandati viisakalt. fotoaparaadi hind oli paarsada euri odavam, kui mujal.",Positiivne
1067,"Superlux teenindus, sain oma teleri kätte ja olen väga rahul! Soovitan",Positiivne
1068,"Soovitan.Tellisin omale emme+prose  teisipäeva õhtul. Öeldi ,et nädala lõpuks tuleb kohale.Mõtlesin mis seal ikka.Võtsin igaks juhuks poistega kolmapäeval peale lõunat ühendust.Ja sain vastuseks ,et juba kohal.Olen juba terve arvuti jupid sealt tellinud ja tellin veelgi.Vott see on teenindus",Positiivne
1069,Tellisin kolmapäeval kl 11.15 monitori ja järgmine päev 10.15 oli läänemaal minu ukse taga. Uskumatult kiirelt käis asi.,Positiivne
1070,Lasin aasta tagasi komplekteerida arvuti. Kõik oli tipp topp ja asi sai aetud umbes nädalaga.,Negatiivne
1075,tere kas ja kus oleks võimalik see arvuti kätte saada kui osta soovin seda?,Neutraalne
1077,"Tellisin mõned monitorid ja paar vidinat veel, kaup oli ülejärgmine päev teises Eesti otsas uksetaga, hind oli sobiv, teenindus kiire, probleeme ei esinenud.",Positiivne
1079,"Eelmine kolmapäev sai tellitud kaup, mille saadavus fauni lehel oli märgitud 1-3tp.",Negatiivne
1080,Esimene kommenteerija siis...,Positiivne
1081,"Reedel kirjutasin, esmasp tuli vastus ",Neutraalne
1083,"Tarneaegadest ei peeta kinni. Ma ei telli rohkem sealt. Kaup jõudis kohale ja nad lõpetasid kohe töölt (nagu nad oleks hiljem alles avastanud) ,seega saab järgmiseks päevaks kätte.",Negatiivne
1084,kaup kiire ja korralik,Positiivne
1085,"Tellisin samuti teleka , kuna olid pühad saabumas siis kauba kättesaamine venis, teenindus oli  asjalik, anti koguaeg operatiivset infot.Olen väga rahul ja hindan teenindust kõrgelt. Olen mugav inimene ja ei viitsinud isegi netis tellimust ära teha , võtsin telefoni ja andsin tellimuse telefoni teel- Superluks !",Positiivne
1086,"Ei soovita! Telefoni teel hea teenindus, kohapeal olukord täitsa vastupidine. Teenindaja koolimata, sinatab ja palub oodata kuni arvuti teeb restarti, sai oodatud 1.5 tundi enne kui kaup käes oli! Kindlasti ei soovita!",Negatiivne
1091,5+ Nii teenindus kui hind!,Positiivne
1092,"Klienditeenindus on parim, mida ma Eestis näinud olen, täpsed ja kiired vastsed küsimustele jne... Edu ja hoidke sama taset!",Positiivne
1093,"Ostsin teleri. Esmaspäeva õhtul maksin ja neljapäeva hommikul oli kuller ukse taga. Kui kunagi peaks midagi vaja minema ja sealt soodsa hinnaga pakutakse, ostan kindlasti.",Positiivne
1094,"Mõttetu garantii - suht uue läpakaga kestis ligi 4 nädalat ja siis saadeti ka kukele ja küsisid raha peale. Samuti pidin ise ühendust võtma, et üldse mingit staatust teada saada.",Negatiivne
1095,Siin kauba kättesaamisest kirjas: ,Neutraalne
1097,"Tellisin videokaardi, järjekordne tõestus suurepärasest teenindusest. Tänud!",Positiivne
1099,"Küsisin  paremat hinda, sain ka :) Otsisin asukohta ja leidsin ka :)! Edu kõigile ja tänud Surfdata meeskonnale! 5+",Positiivne
1101,"Kindlasti soovitan, sai tellitud hunnik arvutijuppe, hinnad väga head ja teenindus ka. Tegid natuke soodustustki.",Neutraalne
1102,"Kindlasti soovitan, sai tellitud hunnik arvutijuppe, hinnad väga head ja teenindus ka. Tegid natuke soodustustki.",Positiivne
1104,"Olen sealt aastate jooksul palju juppe ostnud, ja positiivne ning mõistlik väike meeskond on seal. Hinnad on samuti enamuses soodsad. Korra sain sealt sooduskampaania käigus ühe videokaardi promohinnaga, mis oli väga väga soodne. Oli korra probleem ühe asja garantiiga mida maaletooja keeldus vigaseks tunnistamast, aga õnneks Faunipoisid aitasid hädast välja ja lahendasis selle probleemi. Edu neile. ",Positiivne
1109,minu kogemus: Kaup kohal lubatud ajal + korralik + teenindus vastutulelik ja meeldiv,Positiivne
1110,"Oli tellitud kaup ja raha selle eest makstud kohe. 3 päeva jooksul kaup ei tulnud kohale. Klienditugi ütles, et nendel seda kaupa ei ole laos ja nad ei tea millal see võiks tulla. Siis palusin tagastada raha. 3 päeva pärast raha ikka veel ei ole. Kirjutasin klienditugile veel kord ja sain vastuse, et raha tagastamine võtab kuni 30p!!!",Negatiivne
1111,Lõpuks üks normaalne arvutitehnika müüja kelle klienditeenindus on väga hea.,Neutraalne
1112,"Tahtsin sünnipäevakingiks osta 1,5 TB Samsungi välist kõvaketast, ATF-is oli veebisaiti uskudes kaup olemas, kuid ettetellimisega. Helistasin ja küsisin, kui kiiresti kaup tellimise järel poodi jõuab, öeldi et kahe päevaga. Tegin siis 20.01 tellimuse, kus ka kirjutasin et tasuksin kauba eest kaupluses kaardiga (nagu ikka võimaluse korral on kindlam kaup raha vastu vahetada, mitte raha tuulde loopida). Paari päeva pärast helistasin, siis teatati et liigutama hakatakse alles siis kui raha käes. OK, raha sai makstud, aga kaupa ikkagi  ei kuskil. Helistamisel öeldi ikka et pole veel tulnud, ehk järgmisel päeval. Jne. Edasi  teatati juba et kauplus hakkab kolima 29.01 ja vanasse kohta enam kaupa ei tooda. WTF, miks seda ei võinud siis kohe teada anda, mitte kahest päevast jahuda, oleksin siis mujalt tellinud. Sünnipäevaks seega kingitust polnud, läksin 30.01 uude kohta poodi kauba järele - selgus et neil polegi sellist kõvaketast pakkuda! Vabandati ja öeldi et kantakse raha tagasi. Täna, 1.02 sain raha arvele tagasi. Nii et sünnipäevakingiga tüng ja  kümme päeva mingit mõttetut kamarajura. Selle 10 päevaga on väliste kõvaketaste hinnad nii palju tõusnud, et selle raha eest millega ATF-is tellimuse tegemise ajal oleks mitmelt poolt saanud 1,5 TB ketta, saab hetkel vaid 1 GB. Sarnast häma ja segadust meenub ka eelmistest kordadest, aga seda viimast korda on raske ületada. Nii et see poeke on minu jaoks edaspidi välistatud, kes siiski tahab nendega äri teha, soovitan soojalt pruukida vaid raha kaupluses kauba vastu vahetamist (enne tasub kindlasti telefonitsi kontrollida, et kaup ka tõesti on olemas), ettemaks internetis lisab võimaluse et olete lihtsalt mõneks ajaks sellest rahast ilma.",Neutraalne
1113,"Näpukas läks postitusse, loomulikult  ""1,5 TB ketta, saab hetkel vaid 1 GB.""  asemel on mõeldud ""1,5 TB ketta, saab hetkel vaid 1 TB.""",Negatiivne
1117,Kõik sujus. Ruuter tuli 3 päevaga.,Positiivne
1119,Minul ka positiivne kogemus: kiire tagasiside küsimustele ja korrektne tähtaegadest kinni pidamine.,Positiivne
1122,"Ei saa midagi halba öelda, tellisin ",Positiivne
1123,"Kliendile on raha tagastatdud. 30 päeva on võlaõigusseaduse alusel maksimaalne aeg. Vabandame, et seda kaupa ei olnud laos. ",Neutraalne
1124,"Kiire tegutsemine, ka peale viit õhtu",Positiivne
1127,"Huvitav pood, esimest korda tellisin, minu tähelepanekud: Plussid: suur valik, mida mujal pole; korralik veebipood, adekvaatsed vastused müüjalt. Puudused, mida võiks parandada. Poes ei näita kauba kulgu korrektselt: ostsin kauba ja see on juba 10 päeva ""broneeritud"". Tähtaeg läks mul nädal üle. Silma hakkas mulle veel et kõik mind huvitavad kaubad olid suts kallimad kui nt Arvutikeskuses, kust ma seni olen kõik tellinud. Silma hakkas veel, et tüüpidel on mitmeid lisa poode ",Neutraalne
1129,"Soovita, asjalik koht, asjalikke hindadega!",Neutraalne
1130,ostsin teleka .oli kõige soodsam ja järgmine päev oli nagu naksti kohal.,Positiivne
1134,Ostsin kotti laptopile.. Olen väga rahul teenindusega.,Positiivne
1136,"Tellisin antud kohast 46"" LED teleri, mida kohapeal ei olnud ja tarne neile endale oli 1-3 päeva. Ja seda üllatust kui 22H peale raha ülekande oli kulleri kõne telefonis ja kaup kohal. Väga super teenundus ja kiirus. Edu teile!",Positiivne
1137,"Tellisin vendi. Samal päeval posti, järgmine päev käes. Kõik tip-top!",Positiivne
1138,"Unustasin siia kirjutada, kuid mäletamist mööda eelmine kuu sai neilt ostetud üks hiireke. Kõik laabus vastavalt võimetele jms ilusti. ",Positiivne
1140,Tellisin Archos 101 g9 turbo. Väga kiire ja sõbralik klienditugi. Olen väga rahul.,Positiivne
1142,"Normaalne firma. Sai tellitud 3d philips led teler. Tekkis väike viivitus, mis on arusaadav, kuna hind on neil suhteliselt hea, siis nad tellivad otse maaletoojalt ning ei ole kohe laost võtta. ",Neutraalne
1145,"Tellisin pliidi. Kodulehel toodud kohaletoimetamise aeg klappis (14 päeva). Enne pliidi ära toomist helistati ja uuriti, millal võib selle kohale toimetada. Hind oli ka igati hea.",Positiivne
1147,"Дважды меняли по гарантии видеокарту, и оба раза присылали неисправную замену. Далее отказываются от исполнения гарантии, обращусь в Tarbijakaitseamet.",Neutraalne
1148,"ostisin telku. Hind oli hea, kohale toodi; aga arvet ei õnnestunudki saada. Saatsin mitu e-maili; neile ei reageerita lihtsalt. See aga tähendab seda, et kui midagi peaks temaga juhutma, siis garantiid ei eksiteeri.  Edaspidi tasub olla ettenägelikum. Mitte enne asja vastu võtta, kui maili peale pole tulnud arve. ",Negatiivne
1149,Fotokas käes ilma jamadeta.,Positiivne
1150,"Väga positiivne kogemus! Olen kaks tellimust teinud ja jäin väga rahule, soovitan",Positiivne
1151,"Ma sain arve nende kodulehelt. Meilile nad ei saada. Garantii asjus sai ka uuritud. Garantii ei olene niivõrd poest, kuivõrd tihti sellest kas antud mudel on toodetud euroopa turu jaoks, siis võetakse remonti. ",Positiivne
1152,"Tellisin videokaamera kolmapäevasel päeval. Klienditeenindaja väitis, et kui maksan arve samal päeval, saan kauba järgmisel päeval kätte. Maksin arve ära, kaupa ei tulnud. Helistasin esmaspäeval, öeldi, et no homme tuleb. Helistasin teisipäeval, siis vastas keegi teine telefonile ja öeldi, et ei homme see küll tulla ei saa, sest selle peab Saksamaalt tellima. Sain kauba lõpuks 1 nädal ja 2 päeva peale tellimist. Jäi arusaamatuks, kas siis tellimuse tegemise päeval ega ka järgnevatel päevadel seda Saksast ei tellitudki, vaid tehti seda pea nädal hiljem minu kõne peale...",Neutraalne
1154,"Tellisin samuti teleka, peale maksmist oli järgmisel päeval kohal. Julgen soovitada!",Positiivne
1155,"Äärmiselt kiire meilivahetus (antud juhul oli vist vähem kui üks minut) ja väga kiire kauba saatmine, kahe päevaga oli pakk Smartpostiga kohal, väga rahul!",Positiivne
1156,To Merxel. Vabandme viivtuse ja valeinfo eest. Osa videokaameraid tellime Saksamaalt (hind on klindile soodsam) Saksamaalt tellides on reeglina tarneaeg 5tp.,Neutraalne
1157,Ostsin lauaarvuti.Kõik oli OK.,Positiivne
1158,"Mitu korda ostetud erinevaid vidinaid, kaupluses kohal käies. Erinevad müüjad teenindavad erinevalt, aga siiani ei ole miskit ette heita olnud.",Positiivne
1159,"Видеокарта до сих пор не отремонтирована и не заменена. Кучка мошенников, а не магазин.",Negatiivne
1160,Soetasin Wifi ruuteri. Tarneaeg ja teenindus kiire ja kõik muu ka OK. ,Positiivne
1161,Keelduvad garantiid andmast ilmselgelt defektsele tootele.,Negatiivne
1162,Sõbralik teenindus,Positiivne
1164,"Tellisin mälu.Küsisn täiendavat infot aga keegi ei soostunud mulle vastama,alles 3 nädalat hiljem tundsid huvi.",Negatiivne
1166,"Tellisin mõned arvutijupid, ülejärgmine päev võttis kuller ühendust ja tõi ära. Kindlasti soovitan!",Positiivne
1167,Jällegi kaup korralikult käes.,Positiivne
1168,"Naljanumber. Tellid ära, võtavad ühendust, lepivad tarneaja kokku. Mida pole, see on kaup. Susserdavad su tellimuse staatuses natuke, 2 nädalat hiljem saadavad e-maili (helistada ei julge), et sorry, meil pole seda kaupa pakkuda. Küll aga olevat neil pakkuda TÄPSELT SAMA KAUPA 200 euri kallimalt. Soovitan suure kaarega mööda käia.",Negatiivne
1169,Ostsin 32GB MICROSDHC CLASS 10 FLASH KAARDI. Olen väga rahul teenindusega. Soovitan soojalt!,Positiivne
1170,Eelmise nädala alguses sai tellitud Samsungi 46 tolline ES6100 teler,Positiivne
1172,"Eks see on alati nii, et need, kellel on midagi halba öelda, teevad seda kohe esimesel võimalusel ja võimalikult kriitiliselt, kuid need, kes rahule jäävad, ei kipu erinevates foorumites oma arvamust avaldama ja siis jäävadki peale need ""halvad"" kommentaarid. Minul pole küll midagi halba öelda. Minuga käituti viisakalt, kauba sain kätte, toode töötab ja mida muud veel tahta. Ja kui need, kes siin rahul polnud... Eks kindlasti teeb iga ettevõte vigu, kuid eks iga teenindus algab ka kliendist. Kui sa ise oled viisakas, siis käitutakse sinuga ka viisakalt. Vähemalt nii käituti minuga. Mina kiitsin ühel grilli õhtul seda firmat küll oma sõpradele, sest eks tänapäeval loeb igaüks viimset kopikat, kuid sealt ostes saab need kopikad ikka kokku, mujal peab võtma liisingusse või paar kuud raha kõrvale panema. Kui mul on midagi majapidamises puudu, siis mina tellin sealt ja ma olen kindel, et ei pea pettuma. Jõudu 1a.ee!",Positiivne
1173,"Minu näol on nad igatahes saanud juurde püsikliendi. Soodsad hinnad, kiire tarne, meeldiv personal.",Positiivne
1175,Teeninduse ja kaubaga väga rahul. Tänan!,Positiivne
1176,"Tellisin Poolas toodetud 7"" tahvelarvuti, ülisoodsa hinnaga. Kätte toodi hästi ja kiiremini kui lubatud. Tahvelarvutil on wifiga mingi kamm. No ütleme juperdab, ega ma midagi teha ei saa, tagasi saatma ei hakka kaa, ei ole mõtet jamada ilmselt.",Neutraalne
1177,Ostetud väline HDD ja LCD LED teler erinevatel aegadel.,Positiivne
1178,"Nüüd on tenindus väga astutulelik minu küsimust lahendama ja nõu andma, et kõik kombes. Kui tootel Eestis esindus, siis pole mingit probleemi, minu ostetud tootega on keerulisem, sest lähim esindus Poolas. Niiet, pole probleemi.",Positiivne
1179,"olen 2 korda ostnud (telekas ja läpakas) ja olen igati rahul - emailidele vastatakse väga kiiresti, kaup järgmisel päeval kontoris saadaval ja loomulikult PARIM HIND! soovitan soojalt!",Positiivne
1180,Ülikiire teenindus! Tellimuse esitamisest kuni posti panekuni kulus 11 minutit (sinna sisse mahtus siis ülekande tegemine ja selle kohale jõudmine)! Kokkuvõttes läks 21 tundi tellimuse esitamisest kuni kättesaamiseni (ELS tõi Tallinnast Kuressaarde). Ülimalt meeldiv kogemus!,Positiivne
1181,Была лучшая цена на WD My Book Studio II.,Positiivne
1184,Täitsa norm klubi......Normaalne ja sõbralik suhlemine kliendiga....,Positiivne
1186,"Minul negatiivne kogemus ses suhtes, et saadavuse info kodulehel täitsa mööda ja lihtsa vabanduse asemel hakati mingeid tingimusi ette vurisatama. Ühesõnaga äri jäi katki ja tegin diili hoopis arvutikeskusega, kus laosaldod ikka korras hoitakse.",Negatiivne
1187,"Sõbrliku olemisega pood, kuid...",Negatiivne
1188,Hea laoseis ja kiire teenindus,Positiivne
1190,"Tellisin 27"" U2711 monitori õhtul kl 17, kauba sain kätte järgmise päeva hommikul kl 11. Aga selgus, et mu läpaka videokaart ei vea 2560 x 1440 resolutsiooni välja. Ravolingis tegutseti operatiivselt ja aidati monitor U2410 vastu välja vahetada ning tagastati samal päeval ka hinnavahe. Käisin ise Asbises kohapeal monitori vahetamas, Asbise inimesed olid ka väga vastutulelikud. Tänud nii Ravolingi kui Asbise töötajatele suurepärase klienditeeninduse eest!",Positiivne
1191,Kõik alati 5+,Positiivne
1194,"Tundub täiesti korralik veebipood, ostule eelnenud meiliga saadetud küsimustele vastati 10 minuti jooksul ja kauba sai kätte järgmisel päeval. Hinnad on oma 10% soodsamad kui suurtel kettidel, mis 800-1000-eurose kauba puhul on juba päris tuntav hinnavahe. Maksimumhinnet siiski ei paneks, kuna veebipoelt ootaks natuke põhjalikumaid tootekirjeldusi, samuti polnud olemasolev info 100% korrektne (infos oli, et külmkapp on A+ energiatarbega, tegelikult oli A++). Samuti oleks oodanud pärast maksmist mingisugust tagasisidet, nt et raha on laekunud ja kauba saab orienteeruvalt x ajal kätte (minu kogemuses oli järgmine kontakt juba kullerilt). Kokkuvõttes julgeks siiski soovitada.",Positiivne
1195,"Olen tellinud Galadorist mitmetel kordadel Lexmark värvilaserile tahma ja ostnud muid asju. Teenindus on olnud korrektne ja tooted saabunud kiirelt. Kauba saabumisest teavitatakse meilitsi, viimati ka sms-ga. Hinnad on ühed Eesti soodsamad. ",Positiivne
1196,"Käin ikka aeg-ajalt poest üksikuid asju ostmas. Hea hind, hea kvaliteet. Teeninduse suhtes neutraalne, pood nagu pood ikka.",Positiivne
1197,Igati asjalik koht ja teenindus! Kaup kiirelt käes.,Positiivne
1200,"Tellisin nokia aku(originaal), hind oli pea 2x soodsam kui konkureerivad pakkumised ja 2 päeva pärast oli smartpostiga kohal. Esmamulje on igati positiivne.",Positiivne
1201,"Sai neilt eripakkumise läppar ostetud, väga hea pill. Teenindus ja asukoht ka neil supper!",Positiivne
1202,"2 kuud tagasi (27.06) me tellisime 2 i-pad'i. Peale maksmist ja paar päeva ootamist tuli välja, et laos neid ei ole ning see oli eeltellimus (kuigi sellest polnud kuskil märgitud). Kuna meil polnud plaanis oodata, me tühistasime tellimust. Tänase päevaga pole raha meile tagasi laekunud. Vaatamata lubadutele telefoni teel, probleem pole lahendatud.",Negatiivne
1203,"Ostsin välise kõvaketta 10 päeva, siis kannatus katkes ning helistasin ning öeldi et saadaks meili.",Positiivne
1204,"Parim hind, kiire teenindus ja vastutulelikud. Soovitan!",Positiivne
1205,"Väga-väga palju nende tooteid on HV-s, mida aga tegelikult neil pole ega ka laos ja vist ei plaanigi sisse osta. Nii nad üritavad vist HV kaudu endale inimesi poodi meelitada. ",Negatiivne
1206,"Aeglane, hulgilaos olemasoleva kauba tellimine võtab aega kaks nädalat",Negatiivne
1210,"Ostsin proze, mobo, ja mälud. Kaup oli laos. Kolmanda päeva hommikul oli kaup käes. Kulleriga. Vahepeala helistasin küsisin, kas tellimusega kõik ok ja kas on aktsepteeritud,  3päeva pärast kohal jne. Teenindus oli viisakas.",Positiivne
1211,"negatiivne komentaar, viisin garantiise laptopi veaga, et aku ei lae, liigutades hakkab laadima ja laeb ilusti täis+ võtad aku ära arvuti laeb edasi kuni 100% olenemata sellest et akut pole taga. Tuli esimene vastus et aku läbi, hinnapakkumine **** , vastasime et pole nõus kuna aku korras jne, saadeti kontrolli uuesti, vastati samaga, kuuaja möödudes helistasime et kus arvuti ja millal korda saab jne, vastati meile et arvuti saabub mõne päeva pärast poodi , rakendati käitlustasu kuna te pold nõus aku vahetusega(25 eur) läksin järgi arvutile , karjusin nende peale, ja sellepeale neil pold midagi enam öelda kui aint, et meie ei tegele sellega enam ja meid ei huvita. Asi lõppes sellega, tulin koju avasin arvuti kaane, arvuti ekraan oli paksu tolmu  kihi all nagu oleks seda hoitud see kuu ma ei tea kus.",Negatiivne
1212,Reede õhtul  tellisin - esmaspäeva hommikul neil kontoris olemas - järgi minnes anti veel kingitus ka kauba peale.  Mulle sobis.  Nii toote hind kui teenindus ,Positiivne
1213,"Mida kohapeal ei ole,seda tellitakse.Lühidal öeldes tullakse alati vastu ja kõik toimib.",Positiivne
1216,https://,Negatiivne
1219,"Parim hind 5+.  Tegin ülekande 10.30 kuna oli kaup saada vaja samal päeval,pandi cargo peale ja Tallinnas kell 16.00 super",Positiivne
1223,Kaup 3 päevaga käes,Positiivne
1225,"Tellisin esmaspäeval videkaardile suurem ja parem jahutus, saabus täna kulleriga kätte, peale ühedamist arvasin et kaks vendikad lärmakad, võtta näppust, nii vaikne et isegi kettast mõtleb lärmakalt:) Kaup 5+:P",Positiivne
1230,Tellisin kaks telerit ja hind oli teistest pakkujatest oluliselt madalam.,Positiivne
1231,Esitasin tellimuse Eesmaspäeva hommikul ja teisipäeva hommikuks oli kaup post24 pakiautomaadis kohal. Väga hea ja kiire teenindus!,Positiivne
1233,"Meilidele vastati võrdlemisi kiiresti. Üldiselt pole millegi üle nuriseda. Ennustasid küll maaletoojast sõltuvat tarneaega pisut valesti. 2-3 nädala asemel läks ligi 4. Aga ei hakanud ettemaksu tagasi nõudma ning tellimust tühistama, kuna ei olnud sedavõrd kiiret. Nende enda poolne postitamine toimus kiiresti: samal päeval pärast ülekande tegemist pandi kohe SmartiPosti ja järgmine päev oli Tartus kohal.",Positiivne
1234,"Krediidinfo andmed: 28.10.2012 seisuga on ettevõttel esitamata 6 maksudedeklaratsiooni. Ehk siis võiks arvata, et juba 6 kuud pole KM deklaratsioni esitatud ja tõenäoliselt ka sentigi käibemaksu makstud? Selle valgusel pole ju mingi ime,et hinnad nii (kriminaalselt) odavad on...",Negatiivne
1235,"Андрей Тарасенко, сотрудник фирмы, обещал, но не вернул 5 евро.",Neutraalne
1236,"5+++. olen ulimalt rahul- tellisin veinikulmiku dlb-st. infos oli et tarneaeg on 2-30 tööpäeva. kusimuse peale, et mis see tähendab - vastati et tegelikult saab samal päeval, kui kiiresti tegutsen. andsin hommikul tellimuse sisse ja sain kulleriga oma kulmiku juba 3i tunni pärast koju. uskumatult kiiresti läks.",Positiivne
1238,"Kogu protsess, alates maksmisest, võttis aega alla 3 ööpäeva. Kaup kiirelt käes, vastas täielikult reklaamitule, korralikult pakitud! Olen igatahes väga rahul. 5+++",Positiivne
1239,"Андрей Тарасенко после нижнего комментария и обсуждения в ЖЖ  ВЕРНУЛ 5 евро. История длилась с 24 сентября по 9 ноября. Очень приятно, что хотя бы огласка возымела действие, потому что мои письма и телефонные звонки игнорировались на протяжении указанного времени.",Neutraalne
1240,"Tellisin teleka tarneajaga 8-10 tp, sain kätte 6 tp. Igati super teenindus ka küsimustele vastamisel.",Positiivne
1244,"Aastate eest olen korduvalt kaupluses kohal käinud, ostnud ja erilisi probleeme ei meenu.Nüüd tellisin netipoest kaupa ligi 200 euro eest. Üle nädala on maksmisest möödunud ja nad ei ole ikka kaupa Tallinna piires ära toonud. Kuigi kõik esemed pidid laos olema. Ise nad kontakti ei võta minuga kuigi lubavad helistada. Kaupluses telefoni ka vastu võtta ei taheta ja kui võtavadki siis antakse põiklevaid lubadusi. Tahan tehingu tühistada ja tulevikus kavatsen seda poodi vältida.",Negatiivne
1245,"Ostsin SSD ketta, mis läks peagi rikki. Saatsin enda kulude ja kirjadega tagasi ja pidin ise välismaale sõitma paari päeva pärast. Palusin, et kas saatke kohe uus või tagastage raha. Öeldi, et raha ei tagastata mingil juhul ja uut ka kohe ei saada. Nädalate pärast öeldi, et ketas on nüüd nende salongis. Palusin selle endale Hispaaniasse saata. Öeldi, et saadavad vaid Eesti piires. Kirjutasin, et Eesti Post saadab üle maailma ja see ei maksa ju väikse ketta puhul midagi - mina ju ometi saatsin oma kulude ja kirjadega saatsin asja neile. Peale seda oli 2 kuud vaikust. Kirjadele ei vastata. Kui kirjutasin, et kaeban nüüd tarbiakaitsesse, siis tuli kohe vastus, et võite salongi kettale järgi tulla. Rohkem ei vastata. EI SOOVITA SELLE ETTEVÕTTEGA TEGEMIST TEHA!!!",Negatiivne
1246,"Tellisin reedel TV LG 47LM660S, täna sain juba kätte, Eesti post kulleriga, väga kiire teenindus ja hea hind, soovitan!",Positiivne
1247,"Ostsin sealt Bosch nõudekas. Kõik oli suurepärane. Teenindus meeldiv, hind parim, e-mailidele vastatakse paarikümne minuti jooksul + kaup laos. Soovitan!",Positiivne
1250,Tõesti oli kõige odavam hind. Tänan suurepärase teenindamise eest! Sõbralik ja kiire!!!!,Positiivne
1252,hea,Positiivne
1253,"Tellisin telefoni, tuli paar päeva, sain kauba kiirelt kätte, tipptopp :)",Positiivne
1254,Kas järelmaksuga saab ka osta nt allahinnatud läpakat?,Positiivne
1255,"Urgas. Pank ei võtnud makset vastu, sest sepad ei suutnud oma õiget nime edastada. Tüübid tegutsevad ei tea mitme nime alt. Ime ka, et isegi omal segi läheb. Võib ainult aimata, miks selline asi neile hea on. Igastahes ostan mujalt.",Negatiivne
1256,"..eile peale lõunat tellisin telekat , täna hommikul kuller oli juba ukse taga.. , hind kõige soodsam , sama teenindus .., väga meeldiv , Soovitan!",Positiivne
1257,"Eile hommikul kell 9:00 esitasin internetis teleka tellimuse ja juba 9:15 võeti minuga ühendust ja paluti kaubale järele tulla, seega kiire ja meeldiv teenindus, kõik toimib nagu õlitatult. Hind muidugi ka antud teleka puhul oli kõige parem just Kodutehnika Grupil. Julgen soovitada.",Positiivne
1258,"Sassukassu, tellimuste e-kirjade tekstides oli tõepoolest viga: makse saajana oli näidatud veebileht, mitte firma. PDF-arves, mis kirjaga kaasa tuleb, on kõik õigesti.",Neutraalne
1259,"Pühapäeval vormistasin tellimuse ja ootamatult neljapäeval peale lõunat sain kätte. Asjaolude kokkulangevuse tõttu juhtusin samal ajal kodus olema. Kuller nõudis kohaletoimetamise raha ka, mis mul samuti asjaolude kokkulangevuse tõttu juhtus parasjagu olema. E-mailidele ja kõnedele vastamise suurt kiirust ei saa kinnitada. Samas kõige odavama toote tellimise kogemus olemas :)",Negatiivne
1260,"Ostsin ca 1k eest nodi ja kõik tervelt käes. Pädev teenindus ja hea pood, soovitan. ",Positiivne
1261,"Leidsin netist vajaminevad tooted, laoseis oli piisav ning hind oli lahedalt odav. Andsin tellimuse sisse ja kandsin raha üle. Järgmisel päeval tuli raha mu kontole tagasi. Mitte mingit vastust miks. Saatsin lisaks päringu ka, kuid vastust pole siiani. Seega väga negatiivne kogemus, sest viisakas oleks vastata, mis probleem tekkis ning lahendada see nii kliendi kui ettevõtte kompromissi tulemusena. Aga Ravolinkile ju siis iga klient oluline pole.",Negatiivne
1267,"Ei julge kellelegi soovitada. Veebilehel on info, et kaup on laos, ja kohe mitukümmend tükki. Reaalselt kaupa pole, ja ise ei suuda öelda, kas ja millal lattu saabub. Sissemaks on ammu tehtud, nüüd ei taheta isegi telefonikõnedele vastata. Negatiivne (esimene) kogemus.",Negatiivne
1268,"Esmaspäeval oli tellitud teler LG 47LM640S ja järgmisel helistan inimene ja ütles, et tellitud teler oli juba laos. Nii et, tehing oli väga kiire.",Neutraalne
1269,"Esmaspäeval oli tellitud teler LG 47LM640S ja järgmisel helistan inimene ja ütles, et tellitud teler oli juba laos. Nii et, tehing oli väga kiire.",Positiivne
