number,suffix,pos,form,ending
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,stel,O,pl ad,tel
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,tele,O,pl all,tele
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,stele,O,pl all,tele
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,test,O,pl el,test
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,stest,O,pl el,test
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,tena,O,pl es,tena
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,stena,O,pl es,tena
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,te,O,pl g,te
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,ste,O,pl g,te
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,stesse,O,pl ill,tesse
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,tesse,O,pl ill,tesse
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,stes,O,pl in,tes
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,tes,O,pl in,tes
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,stega,O,pl kom,tega
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,tega,O,pl kom,tega
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,ed,O,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,sed,O,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,d,O,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,si,O,pl p,0
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,steni,O,pl ter,teni
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,teni,O,pl ter,teni
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,teks,O,pl tr,teks
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,steks,O,pl tr,teks
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,ta,O,sg ab,ta
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,eta,O,sg ab,ta
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,seta,O,sg ab,ta
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,selt,O,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,elt,O,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,lt,O,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,sel,O,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,l,O,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,el,O,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,sele,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,ele,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,est,O,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,sest,O,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,ena,O,sg es,na
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,sena,O,sg es,na
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,se,O,sg g,0
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,esse,O,sg ill,sse
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,sesse,O,sg ill,sse
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,sse,O,sg ill,sse
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,ses,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,es,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,sega,O,sg kom,ga
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,ga,O,sg kom,ga
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,ega,O,sg kom,ga
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,t,O,sg p,t
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,eni,O,sg ter,ni
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,ni,O,sg ter,ni
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,seni,O,sg ter,ni
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,seks,O,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,eks,O,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))3$,deta,N,pl ab,deta
(|[2-9]|([1-9][0-9]*[02-9]))3$,edeta,N,pl ab,deta
(|[2-9]|([1-9][0-9]*[02-9]))3$,edelt,N,pl abl,delt
(|[2-9]|([1-9][0-9]*[02-9]))3$,delt,N,pl abl,delt
(|[2-9]|([1-9][0-9]*[02-9]))3$,edel,N,pl ad,del
(|[2-9]|([1-9][0-9]*[02-9]))3$,del,N,pl ad,del
(|[2-9]|([1-9][0-9]*[02-9]))3$,edele,N,pl all,dele
(|[2-9]|([1-9][0-9]*[02-9]))3$,dele,N,pl all,dele
(|[2-9]|([1-9][0-9]*[02-9]))3$,dest,N,pl el,dest
(|[2-9]|([1-9][0-9]*[02-9]))3$,edest,N,pl el,dest
(|[2-9]|([1-9][0-9]*[02-9]))3$,dena,N,pl es,dena
(|[2-9]|([1-9][0-9]*[02-9]))3$,edena,N,pl es,dena
(|[2-9]|([1-9][0-9]*[02-9]))3$,ede,N,pl g,de
(|[2-9]|([1-9][0-9]*[02-9]))3$,edesse,N,pl ill,desse
(|[2-9]|([1-9][0-9]*[02-9]))3$,desse,N,pl ill,desse
(|[2-9]|([1-9][0-9]*[02-9]))3$,edes,N,pl in,des
(|[2-9]|([1-9][0-9]*[02-9]))3$,edega,N,pl kom,dega
(|[2-9]|([1-9][0-9]*[02-9]))3$,edeni,N,pl ter,deni
(|[2-9]|([1-9][0-9]*[02-9]))3$,deni,N,pl ter,deni
(|[2-9]|([1-9][0-9]*[02-9]))3$,edeks,N,pl tr,deks
(|[2-9]|([1-9][0-9]*[02-9]))3$,ta,N,sg ab,ta
(|[2-9]|([1-9][0-9]*[02-9]))3$,eta,N,sg ab,ta
(|[2-9]|([1-9][0-9]*[02-9]))3$,ena,N,sg es,na
(|[2-9]|([1-9][0-9]*[02-9]))3$,esse,N,sg ill,sse
(|[2-9]|([1-9][0-9]*[02-9]))3$,eni,N,sg ter,ni
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndateta,O,pl ab,teta
(|[2-9]|([1-9][0-9]*[02-9]))3$,teta,O,pl ab,teta
(|[2-9]|([1-9][0-9]*[02-9]))3$,ateta,O,pl ab,teta
(|[2-9]|([1-9][0-9]*[02-9]))3$,andateta,O,pl ab,teta
(|[2-9]|([1-9][0-9]*[02-9]))3$,dateta,O,pl ab,teta
(|[2-9]|([1-9][0-9]*[02-9]))3$,ilt,O,pl abl,ilt
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndailt,O,pl abl,ilt
(|[2-9]|([1-9][0-9]*[02-9]))3$,andailt,O,pl abl,ilt
(|[2-9]|([1-9][0-9]*[02-9]))3$,dailt,O,pl abl,ilt
(|[2-9]|([1-9][0-9]*[02-9]))3$,ailt,O,pl abl,ilt
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndatelt,O,pl abl,telt
(|[2-9]|([1-9][0-9]*[02-9]))3$,telt,O,pl abl,telt
(|[2-9]|([1-9][0-9]*[02-9]))3$,andatelt,O,pl abl,telt
(|[2-9]|([1-9][0-9]*[02-9]))3$,datelt,O,pl abl,telt
(|[2-9]|([1-9][0-9]*[02-9]))3$,atelt,O,pl abl,telt
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndail,O,pl ad,il
(|[2-9]|([1-9][0-9]*[02-9]))3$,il,O,pl ad,il
(|[2-9]|([1-9][0-9]*[02-9]))3$,dail,O,pl ad,il
(|[2-9]|([1-9][0-9]*[02-9]))3$,ail,O,pl ad,il
(|[2-9]|([1-9][0-9]*[02-9]))3$,andail,O,pl ad,il
(|[2-9]|([1-9][0-9]*[02-9]))3$,andatel,O,pl ad,tel
(|[2-9]|([1-9][0-9]*[02-9]))3$,atel,O,pl ad,tel
(|[2-9]|([1-9][0-9]*[02-9]))3$,datel,O,pl ad,tel
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndatel,O,pl ad,tel
(|[2-9]|([1-9][0-9]*[02-9]))3$,tel,O,pl ad,tel
(|[2-9]|([1-9][0-9]*[02-9]))3$,andaile,O,pl all,ile
(|[2-9]|([1-9][0-9]*[02-9]))3$,aile,O,pl all,ile
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndaile,O,pl all,ile
(|[2-9]|([1-9][0-9]*[02-9]))3$,ile,O,pl all,ile
(|[2-9]|([1-9][0-9]*[02-9]))3$,daile,O,pl all,ile
(|[2-9]|([1-9][0-9]*[02-9]))3$,tele,O,pl all,tele
(|[2-9]|([1-9][0-9]*[02-9]))3$,andatele,O,pl all,tele
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndatele,O,pl all,tele
(|[2-9]|([1-9][0-9]*[02-9]))3$,datele,O,pl all,tele
(|[2-9]|([1-9][0-9]*[02-9]))3$,atele,O,pl all,tele
(|[2-9]|([1-9][0-9]*[02-9]))3$,ist,O,pl el,ist
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndaist,O,pl el,ist
(|[2-9]|([1-9][0-9]*[02-9]))3$,aist,O,pl el,ist
(|[2-9]|([1-9][0-9]*[02-9]))3$,andaist,O,pl el,ist
(|[2-9]|([1-9][0-9]*[02-9]))3$,daist,O,pl el,ist
(|[2-9]|([1-9][0-9]*[02-9]))3$,test,O,pl el,test
(|[2-9]|([1-9][0-9]*[02-9]))3$,atest,O,pl el,test
(|[2-9]|([1-9][0-9]*[02-9]))3$,andatest,O,pl el,test
(|[2-9]|([1-9][0-9]*[02-9]))3$,datest,O,pl el,test
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndatest,O,pl el,test
(|[2-9]|([1-9][0-9]*[02-9]))3$,aina,O,pl es,ina
(|[2-9]|([1-9][0-9]*[02-9]))3$,ina,O,pl es,ina
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndaina,O,pl es,ina
(|[2-9]|([1-9][0-9]*[02-9]))3$,daina,O,pl es,ina
(|[2-9]|([1-9][0-9]*[02-9]))3$,andaina,O,pl es,ina
(|[2-9]|([1-9][0-9]*[02-9]))3$,andatena,O,pl es,tena
(|[2-9]|([1-9][0-9]*[02-9]))3$,atena,O,pl es,tena
(|[2-9]|([1-9][0-9]*[02-9]))3$,tena,O,pl es,tena
(|[2-9]|([1-9][0-9]*[02-9]))3$,datena,O,pl es,tena
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndatena,O,pl es,tena
(|[2-9]|([1-9][0-9]*[02-9]))3$,date,O,pl g,te
(|[2-9]|([1-9][0-9]*[02-9]))3$,andate,O,pl g,te
(|[2-9]|([1-9][0-9]*[02-9]))3$,ate,O,pl g,te
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndate,O,pl g,te
(|[2-9]|([1-9][0-9]*[02-9]))3$,isse,O,pl ill,isse
(|[2-9]|([1-9][0-9]*[02-9]))3$,aisse,O,pl ill,isse
(|[2-9]|([1-9][0-9]*[02-9]))3$,andaisse,O,pl ill,isse
(|[2-9]|([1-9][0-9]*[02-9]))3$,daisse,O,pl ill,isse
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndaisse,O,pl ill,isse
(|[2-9]|([1-9][0-9]*[02-9]))3$,andatesse,O,pl ill,tesse
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndatesse,O,pl ill,tesse
(|[2-9]|([1-9][0-9]*[02-9]))3$,tesse,O,pl ill,tesse
(|[2-9]|([1-9][0-9]*[02-9]))3$,atesse,O,pl ill,tesse
(|[2-9]|([1-9][0-9]*[02-9]))3$,datesse,O,pl ill,tesse
(|[2-9]|([1-9][0-9]*[02-9]))3$,ais,O,pl in,is
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndais,O,pl in,is
(|[2-9]|([1-9][0-9]*[02-9]))3$,is,O,pl in,is
(|[2-9]|([1-9][0-9]*[02-9]))3$,andais,O,pl in,is
(|[2-9]|([1-9][0-9]*[02-9]))3$,dais,O,pl in,is
(|[2-9]|([1-9][0-9]*[02-9]))3$,dates,O,pl in,tes
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndates,O,pl in,tes
(|[2-9]|([1-9][0-9]*[02-9]))3$,ates,O,pl in,tes
(|[2-9]|([1-9][0-9]*[02-9]))3$,andates,O,pl in,tes
(|[2-9]|([1-9][0-9]*[02-9]))3$,tes,O,pl in,tes
(|[2-9]|([1-9][0-9]*[02-9]))3$,datega,O,pl kom,tega
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndatega,O,pl kom,tega
(|[2-9]|([1-9][0-9]*[02-9]))3$,tega,O,pl kom,tega
(|[2-9]|([1-9][0-9]*[02-9]))3$,andatega,O,pl kom,tega
(|[2-9]|([1-9][0-9]*[02-9]))3$,atega,O,pl kom,tega
(|[2-9]|([1-9][0-9]*[02-9]))3$,dad,O,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))3$,andad,O,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))3$,id,O,pl p,id
(|[2-9]|([1-9][0-9]*[02-9]))3$,aid,O,pl p,id
(|[2-9]|([1-9][0-9]*[02-9]))3$,andaid,O,pl p,id
(|[2-9]|([1-9][0-9]*[02-9]))3$,daid,O,pl p,id
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndaid,O,pl p,id
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndaini,O,pl ter,ini
(|[2-9]|([1-9][0-9]*[02-9]))3$,aini,O,pl ter,ini
(|[2-9]|([1-9][0-9]*[02-9]))3$,daini,O,pl ter,ini
(|[2-9]|([1-9][0-9]*[02-9]))3$,andaini,O,pl ter,ini
(|[2-9]|([1-9][0-9]*[02-9]))3$,dateni,O,pl ter,teni
(|[2-9]|([1-9][0-9]*[02-9]))3$,ateni,O,pl ter,teni
(|[2-9]|([1-9][0-9]*[02-9]))3$,andateni,O,pl ter,teni
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndateni,O,pl ter,teni
(|[2-9]|([1-9][0-9]*[02-9]))3$,teni,O,pl ter,teni
(|[2-9]|([1-9][0-9]*[02-9]))3$,andaiks,O,pl tr,iks
(|[2-9]|([1-9][0-9]*[02-9]))3$,iks,O,pl tr,iks
(|[2-9]|([1-9][0-9]*[02-9]))3$,daiks,O,pl tr,iks
(|[2-9]|([1-9][0-9]*[02-9]))3$,aiks,O,pl tr,iks
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndaiks,O,pl tr,iks
(|[2-9]|([1-9][0-9]*[02-9]))3$,dateks,O,pl tr,teks
(|[2-9]|([1-9][0-9]*[02-9]))3$,teks,O,pl tr,teks
(|[2-9]|([1-9][0-9]*[02-9]))3$,ateks,O,pl tr,teks
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndateks,O,pl tr,teks
(|[2-9]|([1-9][0-9]*[02-9]))3$,andateks,O,pl tr,teks
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndata,O,sg ab,ta
(|[2-9]|([1-9][0-9]*[02-9]))3$,andata,O,sg ab,ta
(|[2-9]|([1-9][0-9]*[02-9]))3$,data,O,sg ab,ta
(|[2-9]|([1-9][0-9]*[02-9]))3$,ta,O,sg ab,ta
(|[2-9]|([1-9][0-9]*[02-9]))3$,ata,O,sg ab,ta
(|[2-9]|([1-9][0-9]*[02-9]))3$,alt,O,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))3$,dalt,O,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))3$,andal,O,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))3$,al,O,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))3$,dale,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))3$,ale,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))3$,andale,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))3$,ast,O,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))3$,andast,O,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))3$,andana,O,sg es,na
(|[2-9]|([1-9][0-9]*[02-9]))3$,ana,O,sg es,na
(|[2-9]|([1-9][0-9]*[02-9]))3$,anda,O,sg g,0
(|[2-9]|([1-9][0-9]*[02-9]))3$,andasse,O,sg ill,sse
(|[2-9]|([1-9][0-9]*[02-9]))3$,dasse,O,sg ill,sse
(|[2-9]|([1-9][0-9]*[02-9]))3$,asse,O,sg ill,sse
(|[2-9]|([1-9][0-9]*[02-9]))3$,das,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))3$,andaga,O,sg kom,ga
(|[2-9]|([1-9][0-9]*[02-9]))3$,aga,O,sg kom,ga
(|[2-9]|([1-9][0-9]*[02-9]))3$,daga,O,sg kom,ga
(|[2-9]|([1-9][0-9]*[02-9]))3$,at,O,sg p,t
(|[2-9]|([1-9][0-9]*[02-9]))3$,dani,O,sg ter,ni
(|[2-9]|([1-9][0-9]*[02-9]))3$,ani,O,sg ter,ni
(|[2-9]|([1-9][0-9]*[02-9]))3$,ndani,O,sg ter,ni
(|[2-9]|([1-9][0-9]*[02-9]))3$,andani,O,sg ter,ni
(|[2-9]|([1-9][0-9]*[02-9]))3$,daks,O,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))3$,aks,O,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ateta,O,pl ab,teta
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ndateta,O,pl ab,teta
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,teta,O,pl ab,teta
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,dateta,O,pl ab,teta
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ndailt,O,pl abl,ilt
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,dailt,O,pl abl,ilt
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ailt,O,pl abl,ilt
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ilt,O,pl abl,ilt
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,telt,O,pl abl,telt
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ndatelt,O,pl abl,telt
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,datelt,O,pl abl,telt
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,atelt,O,pl abl,telt
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ndail,O,pl ad,il
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ail,O,pl ad,il
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,il,O,pl ad,il
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,dail,O,pl ad,il
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,atel,O,pl ad,tel
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,datel,O,pl ad,tel
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,tel,O,pl ad,tel
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ndatel,O,pl ad,tel
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ndaile,O,pl all,ile
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,aile,O,pl all,ile
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ile,O,pl all,ile
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,daile,O,pl all,ile
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ndatele,O,pl all,tele
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,datele,O,pl all,tele
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,tele,O,pl all,tele
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,atele,O,pl all,tele
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,daist,O,pl el,ist
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,aist,O,pl el,ist
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ist,O,pl el,ist
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ndaist,O,pl el,ist
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,test,O,pl el,test
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,datest,O,pl el,test
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ndatest,O,pl el,test
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,atest,O,pl el,test
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ina,O,pl es,ina
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,daina,O,pl es,ina
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,aina,O,pl es,ina
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ndaina,O,pl es,ina
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,datena,O,pl es,tena
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,atena,O,pl es,tena
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,tena,O,pl es,tena
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ndatena,O,pl es,tena
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,date,O,pl g,te
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ate,O,pl g,te
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,te,O,pl g,te
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ndate,O,pl g,te
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,isse,O,pl ill,isse
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,aisse,O,pl ill,isse
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,daisse,O,pl ill,isse
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ndaisse,O,pl ill,isse
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,tesse,O,pl ill,tesse
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,atesse,O,pl ill,tesse
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ndatesse,O,pl ill,tesse
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,datesse,O,pl ill,tesse
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ndais,O,pl in,is
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ais,O,pl in,is
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,dais,O,pl in,is
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,is,O,pl in,is
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,dates,O,pl in,tes
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ndates,O,pl in,tes
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ates,O,pl in,tes
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,tes,O,pl in,tes
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,datega,O,pl kom,tega
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,atega,O,pl kom,tega
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ndatega,O,pl kom,tega
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,tega,O,pl kom,tega
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ad,O,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ndad,O,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,dad,O,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,d,O,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,daid,O,pl p,id
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,id,O,pl p,id
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ndaid,O,pl p,id
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,aid,O,pl p,id
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,aini,O,pl ter,ini
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ndaini,O,pl ter,ini
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,daini,O,pl ter,ini
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ini,O,pl ter,ini
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ndateni,O,pl ter,teni
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,dateni,O,pl ter,teni
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ateni,O,pl ter,teni
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,teni,O,pl ter,teni
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,aiks,O,pl tr,iks
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,iks,O,pl tr,iks
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,daiks,O,pl tr,iks
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ndaiks,O,pl tr,iks
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ateks,O,pl tr,teks
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ndateks,O,pl tr,teks
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,teks,O,pl tr,teks
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,dateks,O,pl tr,teks
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ndata,O,sg ab,ta
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,data,O,sg ab,ta
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ta,O,sg ab,ta
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ata,O,sg ab,ta
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,alt,O,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ndalt,O,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,dalt,O,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,lt,O,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,dal,O,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,al,O,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,le,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ndale,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,dale,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ale,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ast,O,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,dast,O,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ndast,O,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,st,O,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,dana,O,sg es,na
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ana,O,sg es,na
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ndana,O,sg es,na
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,na,O,sg es,na
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,da,O,sg g,0
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ndasse,O,sg ill,sse
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,sse,O,sg ill,sse
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,asse,O,sg ill,sse
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,dasse,O,sg ill,sse
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ndas,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,das,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,as,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,s,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,aga,O,sg kom,ga
